year_label,Urban,Vegetation,Water
2000–2001,7.825618291435163,53.41700955992674,23.111470301950863
2005–2006,28.082396285041895,63.316083328068785,8.342149334190871
2010–2011,27.63124214448926,54.24903445664271,17.15079295288214
2015–2016,14.042195144270323,64.65031269658846,20.656945455351412
2020–2021,28.54986339252693,67.92527713295713,6.630688285154003
2024–2025,24.02099966543904,58.19206041828405,20.002630837180156
