system:index,Class,LST_C,.geo
1_6044,Urban,46.22804294000002,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_6070,Urban,38.77163231000003,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_6116,Urban,42.58101560000006,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_6124,Urban,34.94003189,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_6156,Urban,25.808791460000037,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_6161,Urban,42.31782806000001,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_6174,Urban,40.95745610000003,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_6184,Urban,43.99778488999999,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_6200,Urban,44.81981870000004,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_6238,Urban,48.557423570000026,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_6281,Urban,39.50821561999999,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_6287,Urban,38.065811180000026,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_6291,Urban,36.19615424,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_6300,Urban,35.58432865999998,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_6313,Urban,43.45261070000004,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_6320,Urban,41.42230682000002,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_6342,Urban,36.15171998000005,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_6388,Urban,42.38618846000003,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_6407,Urban,36.94128260000002,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_6421,Urban,42.82027700000003,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_6429,Urban,42.32124608000004,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_6448,Urban,41.473577120000016,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_6460,Urban,29.315679980000027,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_6509,Urban,37.62659561000004,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_6560,Urban,46.51857464,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_6581,Urban,40.701104600000036,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_6587,Urban,40.71477668000003,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_6642,Urban,39.77482118,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_6666,Urban,36.86266813999998,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_6692,Urban,48.58989475999999,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_6693,Urban,44.90526920000002,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_6694,Urban,38.069229199999995,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_6705,Urban,43.53464318000002,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_6711,Urban,40.21916378000003,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_6733,Urban,40.07218892000003,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_6751,Urban,39.448400270000036,"{""type"":""MultiPoint"",""coordinates"":[]}"
