system:index,Mean_UHI_C,RuralVegMean_LST_C,UHI_Max_C,UHI_Mean_C_overUrbanPixels,UHI_Min_C,UHI_P90_C,UHI_P95_C,UHI_StdDev_C,UrbanMean_LST_C,.geo
0,3.973641988638306,37.160007043327525,17.821585116672466,3.9736419886382612,-16.452610433327507,9.367932419996169,11.11461685249773,4.353492826100515,41.13364903196583,"{""type"":""MultiPoint"",""coordinates"":[]}"
