system:index,FloodFilter_MAX_WATER_FRAC,Mean_SUHI_p75_C,NoData_km2,Other_km2,Period,RuralVegMean_LST_p75_C,SUHI_p75_Max_C,SUHI_p75_Mean_overUrban_C,SUHI_p75_Min_C,SUHI_p75_P90_C,SUHI_p75_P95_C,SUHI_p75_StdDev_C,Scene_validFrac_threshold,Scenes_retained,Total_km2,UrbanMean_LST_p75_C,Urban_km2,Valid_km2,Veg_km2,Water_km2,.geo
0,0.3,4.733676720366233,1.1368683772161603E-13,10.923990970601416,2015_2016_AprSep,39.164111507966076,20.14298496203393,4.73367672036626,-5.510964147966028,8.185906526111452,9.313118858379646,2.8930302857404766,0.5,11,348.2129165367244,43.89778822833231,48.896737257641995,348.21291653672426,225.12073939090286,71.93015223747949,"{""type"":""MultiPoint"",""coordinates"":[]}"
