system:index,FloodFilter_MAX_WATER_FRAC,Mean_SUHI_p75_C,NoData_km2,Other_km2,Period,RuralVegMean_LST_p75_C,SUHI_p75_Max_C,SUHI_p75_Mean_overUrban_C,SUHI_p75_Min_C,SUHI_p75_P90_C,SUHI_p75_P95_C,SUHI_p75_StdDev_C,Scene_validFrac_threshold,Scenes_retained,Total_km2,UrbanMean_LST_p75_C,Urban_km2,Valid_km2,Veg_km2,Water_km2,.geo
0,0.3,2.94368883458268,39.74977405474209,23.734762474627548,2000_2001_AprSep,42.72853119914154,32.93208196085848,2.9436888345827774,-44.745840559141556,8.704836489464572,10.749042632623642,5.565688390746299,0.5,5,348.2129165367244,45.67222003372422,27.249813689637758,308.4631424819823,186.0049269153218,80.47712479294199,"{""type"":""MultiPoint"",""coordinates"":[]}"
