system:index,FloodFilter_MAX_WATER_FRAC,Mean_SUHI_p75_C,NoData_km2,Other_km2,Period,RuralVegMean_LST_p75_C,SUHI_p75_Max_C,SUHI_p75_Mean_overUrban_C,SUHI_p75_Min_C,SUHI_p75_P90_C,SUHI_p75_P95_C,SUHI_p75_StdDev_C,Scene_validFrac_threshold,Scenes_retained,Total_km2,UrbanMean_LST_p75_C,Urban_km2,Valid_km2,Veg_km2,Water_km2,.geo
0,0.3,1.9147329414617857,0.001639996337928551,26.83507143892126,2010_2011_AprSep,34.76430937856318,24.031793101436875,1.9147329414620895,-6.036528838563157,7.190152725742165,8.940812244019245,3.765180714334602,0.5,5,348.2129165367244,36.67904232002497,96.2155541466506,348.21127654038645,188.90214507448812,59.72127635040589,"{""type"":""MultiPoint"",""coordinates"":[]}"
