system:index,date,pass50,validPct,.geo
LT05_137043_20110407,2011-04-07,1,92.02500853748379,"{""type"":""MultiPoint"",""coordinates"":[]}"
LT05_137043_20110610,2011-06-10,1,76.61067305098706,"{""type"":""MultiPoint"",""coordinates"":[]}"
LT05_137044_20110407,2011-04-07,1,66.509189252554,"{""type"":""MultiPoint"",""coordinates"":[]}"
LT05_137043_20100420,2010-04-20,1,64.32707329486918,"{""type"":""MultiPoint"",""coordinates"":[]}"
LT05_137043_20110728,2011-07-28,1,55.50197838069857,"{""type"":""MultiPoint"",""coordinates"":[]}"
LT05_137043_20110509,2011-05-09,0,43.8480550731567,"{""type"":""MultiPoint"",""coordinates"":[]}"
LT05_137044_20110728,2011-07-28,0,41.802298898428944,"{""type"":""MultiPoint"",""coordinates"":[]}"
LT05_137043_20100404,2010-04-04,0,39.09415203647528,"{""type"":""MultiPoint"",""coordinates"":[]}"
LT05_137043_20100709,2010-07-09,0,33.887123737023686,"{""type"":""MultiPoint"",""coordinates"":[]}"
LT05_137044_20110509,2011-05-09,0,32.021734784915,"{""type"":""MultiPoint"",""coordinates"":[]}"
LT05_137044_20100404,2010-04-04,0,27.81117099671086,"{""type"":""MultiPoint"",""coordinates"":[]}"
LT05_137043_20100725,2010-07-25,0,20.995766710087537,"{""type"":""MultiPoint"",""coordinates"":[]}"
LT05_137044_20100420,2010-04-20,0,18.960279106694237,"{""type"":""MultiPoint"",""coordinates"":[]}"
LT05_137044_20100709,2010-07-09,0,16.212592878959413,"{""type"":""MultiPoint"",""coordinates"":[]}"
LT05_137044_20100725,2010-07-25,0,14.040830540922153,"{""type"":""MultiPoint"",""coordinates"":[]}"
LT05_137043_20100607,2010-06-07,0,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
LT05_137044_20100607,2010-06-07,0,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
