system:index,date,mean_MNDWI,.geo
LE07_137043_20000603,2000-06-03,-0.08187731158203716,"{""type"":""MultiPoint"",""coordinates"":[]}"
LE07_137043_20010708,2001-07-08,-0.10972778963207754,"{""type"":""MultiPoint"",""coordinates"":[]}"
LE07_137044_20000603,2000-06-03,-0.08203322665873418,"{""type"":""MultiPoint"",""coordinates"":[]}"
LE07_137044_20010419,2001-04-19,-0.16583296906218167,"{""type"":""MultiPoint"",""coordinates"":[]}"
LE07_137044_20010708,2001-07-08,-0.09983929383930672,"{""type"":""MultiPoint"",""coordinates"":[]}"
