system:index,date,pass50,validPct,.geo
LC08_137043_20150402,2015-04-02,1,100.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
LC08_137043_20150418,2015-04-18,1,100.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
LC08_137043_20150504,2015-05-04,1,99.99948363524152,"{""type"":""MultiPoint"",""coordinates"":[]}"
LC08_137044_20150504,2015-05-04,1,98.46661840039899,"{""type"":""MultiPoint"",""coordinates"":[]}"
LC08_137044_20150418,2015-04-18,1,98.34002702369654,"{""type"":""MultiPoint"",""coordinates"":[]}"
LC08_137043_20160607,2016-06-07,1,72.72721216256487,"{""type"":""MultiPoint"",""coordinates"":[]}"
LC08_137043_20150605,2015-06-05,1,64.03384898564344,"{""type"":""MultiPoint"",""coordinates"":[]}"
LC08_137044_20150605,2015-06-05,1,61.66986531010017,"{""type"":""MultiPoint"",""coordinates"":[]}"
LC08_137043_20160506,2016-05-06,1,58.650288737504475,"{""type"":""MultiPoint"",""coordinates"":[]}"
LC08_137043_20160709,2016-07-09,1,51.61470955530252,"{""type"":""MultiPoint"",""coordinates"":[]}"
LC08_137044_20150621,2015-06-21,1,51.18234215582348,"{""type"":""MultiPoint"",""coordinates"":[]}"
LC08_137044_20160522,2016-05-22,1,51.05298873390307,"{""type"":""MultiPoint"",""coordinates"":[]}"
LC08_137043_20150621,2015-06-21,0,44.197962058145286,"{""type"":""MultiPoint"",""coordinates"":[]}"
LC08_137043_20160522,2016-05-22,0,41.935595929632285,"{""type"":""MultiPoint"",""coordinates"":[]}"
LC08_137044_20160506,2016-05-06,0,32.91899347629827,"{""type"":""MultiPoint"",""coordinates"":[]}"
LC08_137043_20160420,2016-04-20,0,28.761786367324415,"{""type"":""MultiPoint"",""coordinates"":[]}"
LC08_137044_20160420,2016-04-20,0,27.42844447516083,"{""type"":""MultiPoint"",""coordinates"":[]}"
LC08_137044_20160607,2016-06-07,0,27.376770537555256,"{""type"":""MultiPoint"",""coordinates"":[]}"
LC08_137044_20160709,2016-07-09,0,21.321943190743994,"{""type"":""MultiPoint"",""coordinates"":[]}"
LC08_137043_20150723,2015-07-23,0,13.162991214377632,"{""type"":""MultiPoint"",""coordinates"":[]}"
LC08_137044_20150402,2015-04-02,0,2.1902330091922746,"{""type"":""MultiPoint"",""coordinates"":[]}"
LC08_137043_20150520,2015-05-20,0,0.3764511710145306,"{""type"":""MultiPoint"",""coordinates"":[]}"
LC08_137043_20150707,2015-07-07,0,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
LC08_137043_20160404,2016-04-04,0,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
LC08_137044_20150520,2015-05-20,0,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
LC08_137044_20150707,2015-07-07,0,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
LC08_137044_20150723,2015-07-23,0,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
LC08_137044_20160404,2016-04-04,0,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
LC08_137044_20160623,2016-06-23,0,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
