system:index,date,pass50,validPct,.geo
LT05_137043_20060425,2006-04-25,1,88.58991223125456,"{""type"":""MultiPoint"",""coordinates"":[]}"
LT05_137044_20060425,2006-04-25,1,71.52941095710425,"{""type"":""MultiPoint"",""coordinates"":[]}"
LT05_137043_20050609,2005-06-09,1,63.4398037303628,"{""type"":""MultiPoint"",""coordinates"":[]}"
LT05_137043_20050406,2005-04-06,1,56.6378127777011,"{""type"":""MultiPoint"",""coordinates"":[]}"
LT05_137044_20050609,2005-06-09,0,37.440124342253824,"{""type"":""MultiPoint"",""coordinates"":[]}"
LT05_137044_20050406,2005-04-06,0,31.315921871420095,"{""type"":""MultiPoint"",""coordinates"":[]}"
LT05_137043_20060730,2006-07-30,0,23.325357455275906,"{""type"":""MultiPoint"",""coordinates"":[]}"
LT05_137044_20060730,2006-07-30,0,10.524396660432192,"{""type"":""MultiPoint"",""coordinates"":[]}"
LT05_137043_20060409,2006-04-09,0,6.973483788794218,"{""type"":""MultiPoint"",""coordinates"":[]}"
LT05_137044_20060409,2006-04-09,0,1.9911227583201019,"{""type"":""MultiPoint"",""coordinates"":[]}"
LT05_137044_20050508,2005-05-08,0,1.0036612185088503,"{""type"":""MultiPoint"",""coordinates"":[]}"
LT05_137044_20050524,2005-05-24,0,0.95981071323429,"{""type"":""MultiPoint"",""coordinates"":[]}"
LT05_137043_20050524,2005-05-24,0,0.4425245980224384,"{""type"":""MultiPoint"",""coordinates"":[]}"
LT05_137044_20060511,2006-05-11,0,0.3917132933075049,"{""type"":""MultiPoint"",""coordinates"":[]}"
LT05_137043_20060714,2006-07-14,0,0.010069112790475553,"{""type"":""MultiPoint"",""coordinates"":[]}"
LT05_137043_20060511,2006-05-11,0,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
LT05_137044_20050711,2005-07-11,0,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
LT05_137044_20060527,2006-05-27,0,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
LT05_137044_20060612,2006-06-12,0,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
LT05_137044_20060628,2006-06-28,0,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
LT05_137044_20060714,2006-07-14,0,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
