system:index,FloodFilter_MAX_WATER_FRAC,Mean_SUHI_p75_C,NoData_km2,Other_km2,Period,RuralVegMean_LST_p75_C,SUHI_p75_Max_C,SUHI_p75_Mean_overUrban_C,SUHI_p75_Min_C,SUHI_p75_P90_C,SUHI_p75_P95_C,SUHI_p75_StdDev_C,Scene_validFrac_threshold,Scenes_retained,Total_km2,UrbanMean_LST_p75_C,Urban_km2,Valid_km2,Veg_km2,Water_km2,.geo
0,0.3,3.266131321084039,5.684341886080802E-14,13.904463336908803,2020_2021_AprSep,36.35787629267218,21.96312140732784,3.2661313210839467,-5.613463952672127,7.185503590842943,8.560554131479869,2.8845889746929654,0.5,8,348.2129165367244,39.62400761375622,99.41431198636863,348.2129165367243,236.52458857032278,23.08891306419367,"{""type"":""MultiPoint"",""coordinates"":[]}"
