system:index,Class,LST_C,.geo
1_1255,Urban,45.028317920000006,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1261,Urban,35.05111754000001,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1273,Urban,36.11924879000003,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1284,Urban,41.12835710000002,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1300,Urban,42.751916600000015,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1304,Urban,46.74074594000001,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1314,Urban,34.81185614000003,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1316,Urban,36.10386770000002,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1327,Urban,39.84318158000002,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1328,Urban,44.23191926000001,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1331,Urban,40.89251372000001,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1338,Urban,44.73265919000002,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1339,Urban,37.77186146,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1359,Urban,38.02821296000002,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1362,Urban,40.38664676000002,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1365,Urban,38.139298610000026,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1370,Urban,39.15786857000003,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1374,Urban,38.998930640000026,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1379,Urban,39.84659959999999,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1380,Urban,44.168685890000035,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1394,Urban,53.02819373,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1397,Urban,48.32670722,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1407,Urban,40.757501930000046,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1425,Urban,38.58535022000001,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1429,Urban,43.11422672000003,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1439,Urban,37.90174622000001,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1441,Urban,43.97214974000002,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1449,Urban,39.62101028000001,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1457,Urban,36.52086614000001,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1480,Urban,39.11685233000003,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1489,Urban,38.28456446000001,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1494,Urban,37.49841986000001,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1497,Urban,35.59800074000003,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1509,Urban,43.92771548000002,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1512,Urban,40.14567635000003,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1513,Urban,43.25094752000001,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1522,Urban,46.60060712000001,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1526,Urban,43.50388099999998,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1532,Urban,37.28650262000002,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1533,Urban,34.73324167999999,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1554,Urban,42.30928301,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1569,Urban,43.360324160000005,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1580,Urban,42.07514864000001,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1584,Urban,38.33583476000001,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1585,Urban,37.891492159999984,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1589,Urban,38.462301500000024,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1594,Urban,38.82802964000001,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1610,Urban,48.96587696000006,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1631,Urban,36.97204478000003,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1633,Urban,45.40088209999999,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1634,Urban,36.21324434000002,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1659,Urban,39.79532930000005,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1675,Urban,36.50035802000002,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1683,Urban,48.46855505000002,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1685,Urban,39.83976356000005,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1689,Urban,41.230897700000014,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1694,Urban,35.6082548,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1714,Urban,43.69870814000001,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1750,Urban,38.72890705999998,"{""type"":""MultiPoint"",""coordinates"":[]}"
