system:index,Mean_UHI_C,RuralVegMean_LST_C,UHI_Max_C,UHI_Mean_C_overUrbanPixels,UHI_Min_C,UHI_P90_C,UHI_P95_C,UHI_StdDev_C,UrbanMean_LST_C,.geo
0,2.415751532229663,37.48370101336143,17.4996001566386,2.415751532229809,-10.7828063333614,6.942493026236799,8.305501232129963,3.3483054743365868,39.899452545591096,"{""type"":""MultiPoint"",""coordinates"":[]}"
