system:index,FloodFilter_MAX_WATER_FRAC,Mean_SUHI_p75_C,NoData_km2,Other_km2,Period,RuralVegMean_LST_p75_C,SUHI_p75_Max_C,SUHI_p75_Mean_overUrban_C,SUHI_p75_Min_C,SUHI_p75_P90_C,SUHI_p75_P95_C,SUHI_p75_StdDev_C,Scene_validFrac_threshold,Scenes_retained,Total_km2,UrbanMean_LST_p75_C,Urban_km2,Valid_km2,Veg_km2,Water_km2,.geo
0,0.3,3.8715881844627518,5.684341886080802E-14,7.8997264957620095,2024_2025_AprSep,36.43663883224773,19.394331297752295,3.8715881844627473,-3.3850629922476756,6.30847709414459,7.182664085216226,2.062696103797249,0.5,26,348.2129165367244,40.30822701671048,83.64422351630209,348.2129165367243,202.63227077531968,69.65174422221922,"{""type"":""MultiPoint"",""coordinates"":[]}"
