year_group,n_scenes,ERA5_mean,ERA5_sd,ERA5_p25,ERA5_p50,ERA5_p75
2000-01,5,31.779276326497396,1.4574354434256094,30.286292724609385,31.93140157063806,33.19619730631507
2005-06,4,32.47853729248048,1.320114789750303,31.990770416259764,32.30167317708333,32.78944005330405
2010-11,5,33.2104852701823,2.6551737961642603,32.00945536295575,32.95752197265625,32.95752197265625
2015-16,11,30.67223960182885,2.1730257888414792,28.74626800537112,30.896557413737018,32.3243963623047
2020-21,8,32.3801863606771,1.0514563238650234,32.05318552652993,32.63593983968099,32.96294067382816
2024-25,26,33.37184057781495,2.6884926863223644,31.788347788721197,33.354850037179204,34.69999626077225
