system:index,FloodFilter_MAX_WATER_FRAC,Mean_SUHI_p75_C,NoData_km2,Other_km2,Period,RuralVegMean_LST_p75_C,SUHI_p75_Max_C,SUHI_p75_Mean_overUrban_C,SUHI_p75_Min_C,SUHI_p75_P90_C,SUHI_p75_P95_C,SUHI_p75_StdDev_C,Scene_validFrac_threshold,Scenes_retained,Total_km2,UrbanMean_LST_p75_C,Urban_km2,Valid_km2,Veg_km2,Water_km2,.geo
0,0.3,1.9754834348680177,0.00818721636966302,36.84498988616353,2005_2006_AprSep,40.30365692201361,23.115317607986405,1.9754834348679629,-6.671017682013606,5.6884632421834604,6.68324625233107,2.968938918550894,0.5,4,348.2129165367244,42.279140356881626,97.78653113754511,348.2047293203547,220.47478039349102,29.048441498434965,"{""type"":""MultiPoint"",""coordinates"":[]}"
